coordenada,calificacion,comentario
"-12.0773039,-77.1696105,11z",5,"Exelente lugar para una velada romántica ,ricos sus vinos y carnes"
"-12.0773039,-77.1696105,11z",5,Excelente comida y buen servicio. La mejor atención de Lima.
"-12.0773039,-77.1696105,11z",4,Buena comida y buena atención!
"-12.0773039,-77.1696105,11z",5,Me gusto su atención y su calidad y cortes de carnes y su propia cava todo es excelente
"-12.0773039,-77.1696105,11z",4,Excelente ambiente y la atención de primera calidad
"-12.0773039,-77.1696105,11z",4,"La mejor carne de Lima. Muy recomendado el Asado de tira sin hueso y la sangría, son dos ""must"" en ese lugar."
"-12.0773039,-77.1696105,11z",5,Buen ambiente. Comida deliciosa. Atención excelente.
"-12.0773039,-77.1696105,11z",5,Un día muy especial en familia y que mejor celebrarlo en El Hornero con una riquísima parrillada y acompañado de un buen vino .
"-12.0773039,-77.1696105,11z",4,Muy buena atención y las carnes A1! También cuenta con corcho libre lo cual es fabuloso! Recomendable
"-12.0773039,-77.1696105,11z",5,Super buena la atencion siempre es A1 y las parrillas siempre de buena calidad. Para 4 personas 1 parrilla personal y sobró. Recomendadisimo el local de chorrillos
"-12.0773039,-77.1696105,11z",5,Primera vez que fui con mi esposo y la atension es ecxelente de verdad que si un ambiente muy bonito y relajado para cenar
"-12.0773039,-77.1696105,11z",5,"Excelente calidad de carnes, buen servicio y con los protocolos bioseguridad"
"-12.0773039,-77.1696105,11z",4,"Ambiente amplio y acojedor con hermosa vista al mar , la atencion muy amable del personal y la comida exquisita. Muy recomendado"
"-12.0773039,-77.1696105,11z",5,Muy buena atención y las carnes muy deliciosa.
"-12.0773039,-77.1696105,11z",4,En general es un muy buen lugar pero ya me va pasando varias veces que me traen la carne más cocida que lo que la pido
"-12.0773039,-77.1696105,11z",5,"Riquísimo el babybeef y los chorizos. El pan que te sirven no es de cortesía xsiaka, te cobran. Muy rico todos los cortes"
"-12.0773039,-77.1696105,11z",4,"Excelente atención y platillos, pero te cobran por todo,como es el servicio que tiene otro nombre."
"-12.0773039,-77.1696105,11z",3,Pedí como siempre que los vinos que llevamos lo pongan a enfriar y me informaron que ahora debo de pagar ya que ese servício tiene costos... Soy un cliente de más de 10 años y es la 1ra vez que me niegan el enfriar mis vinos y que para ello debo de pagar
"-12.0773039,-77.1696105,11z",5,"Riquísimo, tener en cuenta que los pansitos con mantequilla que dan al comienzo tiene un costo (20 aprox). La atención 10/10"
"-12.0773039,-77.1696105,11z",3,Lugar agradable pero muy bullicioso. Esperemos que la gente no sea tan bulliciosa al hablar y la música del local sea más agradable y mejorar el volumen alto.
"-12.0773039,-77.1696105,11z",5,"La comida muy rica,  no sólo las carnes también otros platos y la chicha muy buena, la atencion muy esmerada, había poco público y dia de semana"
"-12.0773039,-77.1696105,11z",5,Espectacular! Carnes importadas de muy buena calidad y excelente presentación
"-12.0773039,-77.1696105,11z",5,Me encantó.excelente atención . Los riñones lo preparan.muy bien   .  La parrilla ok.
"-12.0773039,-77.1696105,11z",5,"Deliciosa carne, una atención especial"
"-12.0773039,-77.1696105,11z",5,Buena atencion y comida muy buena
"-12.0773039,-77.1696105,11z",4,"Excelente, restaurante se come muy rico, las carnes son muy ricas, muy buena atención, se los recomiendo."
"-12.0773039,-77.1696105,11z",5,"Como siempre es una delicia estar en el Hornero de Chorrillos sus ambientes acogedores y la comida que invita a volver, nuestro menú fue Chanchito al palo con papas y ensalada. Recomendable."
"-12.0773039,-77.1696105,11z",5,Un delicia de carnes y excelente servicio. Un lugar de primer nivel.
"-12.0773039,-77.1696105,11z",5,"Buena vista, buena comida y excelente servicio"
"-12.0773039,-77.1696105,11z",4,Muy buena carne a la parrilla y buena atención
"-12.0773039,-77.1696105,11z",5,"Todo excelente. Buen servicio. Protocolos de seguridad contra el  Covid 19. Buena comida, deliciosa!"
"-12.0773039,-77.1696105,11z",5,"Muy bien ubicado y con excelente vista frente al litoral.
Buenas carnes!"
"-12.0773039,-77.1696105,11z",5,"Todo muy rico, excelente servicio"
"-12.0773039,-77.1696105,11z",5,"Muy buena atención.
La carne en el punto perfecto.
Aplica descuento con Cuenta Sueldo IBK."
"-12.0773039,-77.1696105,11z",4,"La comida es muy buena, como siempre. Solo sugeriría aumentar la variedad de vinos."
"-12.0773039,-77.1696105,11z",5,"Buen lugar para pasar con la familia, buena atención, el personal muy educado."
"-12.0773039,-77.1696105,11z",5,Exquisitas carnes y parrillas. Buena atención  Omo para celebrar momentos especiales.Recomendable.
"-12.0773039,-77.1696105,11z",5,"Las mejores carnes, atencion muy buena y amable"
"-12.0773039,-77.1696105,11z",5,Excelente comida y atención.
"-12.0773039,-77.1696105,11z",3,"Buena variedad de carnes, vinos y postres, buen ambiente, altos precios, SIEMPRE aprovechan con lo tipos y valores de vinos."
"-12.0773039,-77.1696105,11z",3,"Buena atención, se come carnes pero nada especial"
"-12.0773039,-77.1696105,11z",5,"Las carnes muy ricas, me encantó"
"-12.0773039,-77.1696105,11z",4,"Buena atención, vinos importados y la parrilla muy buena, buen lugar para pasar un almuerzo agradable"
"-12.0773039,-77.1696105,11z",5,"Atención eficaz y amable, precios un poco altos pero vale la pena."
"-12.0773039,-77.1696105,11z",5,Excelente lugar para visitar con la familia
"-12.0773039,-77.1696105,11z",5,"Ya todos conocen este restaurante de carne,en barraco frente al mar,,soy feliz con esa espectacular parrilla"
"-12.0773039,-77.1696105,11z",5,"Riquisimas carnes, la naranjada la recomiendo y excelente atención. Es perfecto, para una cena en amena compañia."
"-12.0773039,-77.1696105,11z",5,Un lugar muy acogedor.!
"-12.0773039,-77.1696105,11z",5,mi rico todo aunque es Carolina pero vale la pena una.parroñla doble esta 290
"-12.0773039,-77.1696105,11z",5,Ha sido una experiencia maravillosa. La recomendación de parte del equipo que labora super acertada.
"-12.0773039,-77.1696105,11z",1,"Pésima comida, nos sirvieron la carne carbonizada luego de haberla devuelto porq estaba cruda. La peor experiencia de mi vida."
"-12.0773039,-77.1696105,11z",5,"La atencion excelente, la parrilla de lo mejor, lo disfrutamos mucho!!"
"-12.0773039,-77.1696105,11z",3,Me parece bastante caro. Demasiado diría yo. Buena atención y rico. Le doy 3 xq no es necesario cobrar tanto.
"-12.0773039,-77.1696105,11z",5,"Excelente atención ,excelente comida , la entraña mi favorita ❤️"
"-12.0773039,-77.1696105,11z",5,El segundo piso del local tiene una vista muy bonita del malecón de chorrillos. Las carnes son buenas más no excelentes. Recomendable las parrillas.
"-12.0773039,-77.1696105,11z",4,"Excelente sitio para comer carnes y pasar un buen rato,  buena sazón y buena atención, cómodo, limpio y ordenado"
"-12.0773039,-77.1696105,11z",5,"Magnífico, buena atención, servicios y comida excelente. Precios de acuerdo a la calidad que ofrece."
"-12.0773039,-77.1696105,11z",2,"Excelente lugar, muy buena atención"
"-12.0773039,-77.1696105,11z",3,"Muy costoso para un plato normal de lomo saltado, nada de especial que vslga, ese precio. Si lo vale otros restaurantes con mejor carne"
"-12.0773039,-77.1696105,11z",5,Rico muy rico
"-12.0773039,-77.1696105,11z",5,"Excelente comida, lindo mobiliario, muy buena atención y una linda vista desde el segundo piso."
"-12.0773039,-77.1696105,11z",5,Excelente servicio.
"-12.0773039,-77.1696105,11z",5,"Me gustó bastante. El personal muy atento,la comida espectacular y la vista hacia el mar increíble."
"-12.0773039,-77.1696105,11z",5,"Buen lugar, limpio, buena atención y la comida excelente"
"-12.0773039,-77.1696105,11z",3,"Es lo que se espera, pero no algo excepcional"
"-12.0773039,-77.1696105,11z",5,"Buena atención, la comida excelente."
"-12.0773039,-77.1696105,11z",5,Muy buen lugar para disfrutar de una parrilla y todo tipo de carnes.
"-12.0773039,-77.1696105,11z",5,Excelente lugar y la comida 9ptos
"-12.0773039,-77.1696105,11z",5,EXcelente. Siempre su carne y sus parrilladas son de primera calidad
"-12.0773039,-77.1696105,11z",5,Muy buenas sus parrilladas
"-12.0773039,-77.1696105,11z",4,Bueno hasta donde se pudo. De 300k no baja la tacuen para dos personas.
"-12.0773039,-77.1696105,11z",5,"Excelente atención, muy buen ambiente y una vista expectacular de la playa"
"-12.0773039,-77.1696105,11z",5,"excelente preparación y presentación de sus parrillas, ensaladas, biffes y otros platos que brinda este restaurant; además sus vinos son excepcionales. gracias El Hornero de Malecón Grau de Chorrillos."
"-12.0773039,-77.1696105,11z",4,"El sabor de las carnes es excelente, la atención muy buena y los precios acorde a la calidad de los productos"
"-12.0773039,-77.1696105,11z",3,"Demoro la atención de la anfitriona porque no estaba en su lugar, habiendo bastante mesas  disponibles."
"-12.0773039,-77.1696105,11z",5,Muy buena atención y buena comida
"-12.0773039,-77.1696105,11z",5,"Buen restaurante, de primer orden"
"-12.0773039,-77.1696105,11z",5,Excelente las parrillas y muy buena atención
"-12.0773039,-77.1696105,11z",5,Excelente atención y ricas parrillas.
"-12.0773039,-77.1696105,11z",5,Buen ambiente
"-12.0773039,-77.1696105,11z",2,"No hay buena atencion de lo meseros , el precionde los postres son muy caros para lonque dan ."
"-12.0773039,-77.1696105,11z",5,El unico lugar donde puedes comer la mejor  carne con una exelente atencion .. 100 % recomendado....!!!
"-12.0773039,-77.1696105,11z",4,"Muy buen trato cumpliendo con los protocolos la carne en su punto , aconsejo solicitar la sangría muy buena"
"-12.0773039,-77.1696105,11z",4,Sus carnes importadas son de muy buena calidad. Me gusta la orientacion que hacen los meseros.
"-12.0773039,-77.1696105,11z",4,Buena atención. Pedimos parrrilla para 4 personas pero pueden comer hasta 6 comensales.
"-12.0773039,-77.1696105,11z",4,Muy agradable y acogedor lugar
"-12.0773039,-77.1696105,11z",4,Excelente lugar para comer carnes. Lo recomiendo.
"-12.0773039,-77.1696105,11z",4,Rica las carnes. Buen vino. La atención es buena. El mejor lugar para comer carnes.
"-12.0773039,-77.1696105,11z",4,Muy buenas carnes... corcho libre... insuperable para un almuerzo o cena entre grupos de  amigos !!! buenos ambientes privados
"-12.0773039,-77.1696105,11z",4,Extraordinaria carne premium. Buena cocción.
"-12.0773039,-77.1696105,11z",4,"Muy buena la carne, exquisita."
"-12.0773039,-77.1696105,11z",4,"Buena atención, delicioso todo"
"-12.0773039,-77.1696105,11z",5,Todo excelente la comida y la atención
"-12.0773039,-77.1696105,11z",5,"Confortable, elegante.
Buena selección de vinos y carnes.
Buena ubicación."
"-12.0773039,-77.1696105,11z",5,Lo mejor en Parrilla buena ubicación y atención. Y una vista preciosa de nuestro Mar 🌊.…
"-12.0773039,-77.1696105,11z",4,Demoro en atender y no están muy bien organizadas las reservas. Hay que tener cuidado con el distanciamiento social.
"-12.0773039,-77.1696105,11z",5,Excelente Comida... Muy bonito lugar con muy buena atención
"-12.0773039,-77.1696105,11z",5,"Excelente parrilla, bonita vista, excelente lugar para pasar un rato agradable"
"-12.0773039,-77.1696105,11z",4,Buena comida y excelente servicio!
"-12.0773039,-77.1696105,11z",4,"Un lugar no solo acogedor , si no también de excelente parrilla , una de las mejores del Pais . Muy buen servicio , super recomendable ."
"-12.0773039,-77.1696105,11z",5,"Excelente atención, y sobretodo me trajeron la carne a mi gusto ... Punto azul"
"-12.0773039,-77.1696105,11z",5,El restaurante está muy bien y es muy grande. Es bastante caro para el estándar peruano pero merece la pena para una cena especial!
"-12.0773039,-77.1696105,11z",4,"Buen espacio para deleitar un buen almuerzo o cena, ambiente bueno, atención esmerada."
"-12.0773039,-77.1696105,11z",5,Muy rico y bueno
"-12.0773039,-77.1696105,11z",5,"La comida excelente y la atención muy buena, el personal muy atento y cordial."
"-12.0773039,-77.1696105,11z",5,"Lugar de una vista espectacular buen servicio y carne selecta, prueben los chorizos exquisitos."
"-12.0773039,-77.1696105,11z",4,"Excelente lugar, y se puede apreciar una bonita vista del mar.  Muy buena comida. Recomiendo un Gordon Blue."
"-12.0773039,-77.1696105,11z",5,"Muy bueno, se come rico y la atención impecable."
"-12.0773039,-77.1696105,11z",5,"Restaurante A1. Super exclusivo, atención de primera con una hermosa vista al mar. La comida super deliciosa, perfecto para una cena familiar o romántica"
"-12.0773039,-77.1696105,11z",5,"Muy buenas carnes, buena atención y buen lugar"
"-12.0773039,-77.1696105,11z",5,Muy buena atención
"-12.0773039,-77.1696105,11z",5,"Muy buenas parrillas, ambiente agradable"
"-12.0773039,-77.1696105,11z",5,Es un lugar donde puedes compartir las más ricas carnes a la parrilla muy rico todo.
"-12.0773039,-77.1696105,11z",4,"Una parrilla para dos es suficiente para dos adultos y dos niños !
Lamentablemente la chicha morada no es natural .. mejor va la naranjada"
"-12.0773039,-77.1696105,11z",5,Me encanta la vista que tiene el hornero. La atención como en todos sus locales buena y también la comida. No hay pierde.
"-12.0773039,-77.1696105,11z",5,Buen lugar. Recomiendo la entraña y el bife de chorizo. Acompañado de un buen vino.
"-12.0773039,-77.1696105,11z",5,"Muy buen trato, la carne a punto"
"-12.0773039,-77.1696105,11z",5,"Un ambiente super agradable, una excelente atencion y de calidad como si estuviera en casa"
"-12.0773039,-77.1696105,11z",4,"Gran lugar, muy buena carne"
"-12.0773039,-77.1696105,11z",5,"Excelente en todo. Simplemente A1. La comida, el servicio, el ambiente, todos son meticulosamente cuidados."
"-12.0773039,-77.1696105,11z",4,Buena atencion excelente la.parrilla y eficazes con los protocolos
"-12.0773039,-77.1696105,11z",4,Buena comida y parrillas
"-12.0773039,-77.1696105,11z",5,Buena atención .. 2do piso excelente vista al mar... sabroso
"-12.0773039,-77.1696105,11z",5,"La parrilla es expectacular, atencion de primera, amplio local frente al mar. Recomendable."
"-12.0773039,-77.1696105,11z",2,"La calidad de la carne de lo más baja, la limonada sin sabor.
Pésimo."
"-12.0773039,-77.1696105,11z",3,"Buena atención, increíble vista, carne regular"
"-12.0773039,-77.1696105,11z",4,"Muy agaable el lugar, Marco Anonio dio una antencion muy buena, recomiendo la atencion de el, la comida buena"
"-12.0773039,-77.1696105,11z",5,Linda atencion muy amables y muy rico
"-12.0773039,-77.1696105,11z",5,Como siempre muy buena carne y Exelente servicio
"-12.0773039,-77.1696105,11z",4,"Buena comida, buena atención especialistas en parrillas, buena vista desde el segundo piso!"
"-12.0773039,-77.1696105,11z",3,"Es la tercera vez que voy, y por primera vez la atención se demoró en exceso, y eso que fui lunes. Deben mejorar la música."
"-12.0773039,-77.1696105,11z",5,"La comida excelente, pero falta mejorar el protocolo covid."
